"Mnemonic","OemCode","Manufacturer","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"OemChrmlechElidyS","0x0de0","Chromlech","Elidy S","1","1","y","n","http:\\www.chromlech.com/"
"OemLltSms28a","0x0dd0","LLT Lichttechnik GmbH&Co.KG","SMS-28A","2","0","y","n","http:\\www.llt-lichttechnik.de/"
"OemVisProdIoCore1","0x0dc1","Visual Productions","IoCore","1","1","y","n","http:\\www.visualproductions.nl/"
"OemVisProdCueCore1","0x0dc0","Visual Productions","CueCore","1","2","y","n","http:\\www.visualproductions.nl/"
"OemRevoDisp1","0x0db0","Revolution Display, Inc","Navigator","1","0","y","n",""
"OemLex5k","0x0da0","Lex","AL5003-Lex","0","1","y","y","http:\\www.lexproducts.com/"
"OemDfdNode4","0x0d90","Doug Fleenor Design Inc.","Node4","4","4","y","y","http:\\www.dfd.com/"
"OemCelAud36","0x0d82","Celestial Audio","DMX36","1","1","y","n","http:\\celestialaudio.com/"
"OemCelAud8p","0x0d81","Celestial Audio","EtherDMXArt8-Pro","0","4","y","n","http:\\celestialaudio.com/"
"OemCelAud8s","0x0d80","Celestial Audio","EtherDMXArt8-Simple","0","4","y","n","http:\\celestialaudio.com/"
"OemProPlexMozMz40","0x0d71","TMB","Mozart MZ 40","0","4","n","y","http:\\www.tmb.com/"
"OemProPlexIq1","0x0d70","TMB","ProPlex IQ","4","4","y","y","http:\\www.tmb.com/"
"OemWhiteRabbitMcm1","0x0d60","The White Rabbit Company, Inc.","MCM - Mini-Communications Module","4","4","y","n","https://www.twrc.com/home.html"
"OemKiboNode16","0x0d50","KiboWorks","KiboNode 16 Port","0","4","y","y","http:\\www.kiboworks.com/"
"OemChromateqPd","0x0d41","Chromateq SARL","Pro DMX","0","4","n","y","http:\\www.chromateq.com/"
"OemChromateqLp","0x0d40","Chromateq SARL","LED Player","0","4","n","y","http:\\www.chromateq.com/"
"OemThornArtLynxOp","0x0d30","Thorn Lighting Ltd","SensaPro eDMX","0","2","y","y","http:\\www.thornlighting.co.uk/en-gb"
"OemIbhLoox1","0x0d20","IBH","loox","0","1","n","n",""
"OemSoundlightUsbDmx2","0x0d10","SOUNDLIGHT","USBDMX-TWO","2","2","y","y","http:\\www.soundlight.de/"
"OemPeterMaesEthDmxD1","0x0d00","Peter Maes Technology","EtherDmxLinkDuo","2","2","y","y",""
"OemSjaekTcsaPlayer","0x0c15","s-jaekel","TimecodeSyncAudioPlayer","0","0","n","n","http:\\www.s-jaekel.de/"
"OemSjaekDmxCons1","0x0c14","s-jaekel","DmxConsole","4","4","y","n","http:\\www.s-jaekel.de/"
"OemSjaekDmxSnuf","0x0c13","s-jaekel","DmxSnuffler","1","1","y","n","http:\\www.s-jaekel.de/"
"OemSjaekTcView","0x0c12","s-jaekel","TimecodeViewer","0","0","y","n","http:\\www.s-jaekel.de/"
"OemSjaekTcSend","0x0c11","s-jaekel","TimecodeSender","0","0","y","n","http:\\www.s-jaekel.de/"
"OemSjaekDmxScreen","0x0c10","s-jaekel","DmxScreen","0","4","y","n","http:\\www.s-jaekel.de/"
"OemGlpImpWash1","0x0c01","GLP German Light Products GmbH","Impression Wash.one","1","1","y","n","http:\\www.glp.de/index.php?id=home&L=2"
"OemGlpImpSpot1","0x0c00","GLP German Light Products GmbH","Impression Spot.one","1","1","y","n","http:\\www.glp.de/index.php?id=home&L=1"
"OemWeiglProIo1","0x0bf0","Weigl Elektronik & Mediaprojekte","Pro IO","1","1","y","n","http:\\www.weigl-em.at/en/"
"OemMarumoMbk370e","0x0be2","MARUMO ELECTRIC Co. Ltd","MBK-370E","2","0","y","n","http:\\www.tokyo-cci.or.jp/english/ibo/0352047.htm"
"OemMarumoMbk360e","0x0be1","MARUMO ELECTRIC Co. Ltd","MBK-360E","0","4","y","n","http:\\www.tokyo-cci.or.jp/english/ibo/0352047.htm"
"OemMarumoMbk350e","0x0be0","MARUMO ELECTRIC Co. Ltd","MBK-350E","0","4","y","n","http:\\www.tokyo-cci.or.jp/english/ibo/0352047.htm"
"OemAsteraAc4","0x0bd0","Astera","AC4","0","4","y","n","http:\\www.astera-led.com/"
"OemJoshSysEcgProD8","0x0bc6","Joshua 1 Systems Inc","ECGPro-D8","8","8","y","y","http:\\www.j1sys.com/"
"OemJoshSysEcgProD4","0x0bc5","Joshua 1 Systems Inc","ECGPro-D4","4","4","y","y","http:\\www.j1sys.com/"
"OemJoshSysEcgProD1","0x0bc4","Joshua 1 Systems Inc","ECGPro-D1","1","1","y","y","http:\\www.j1sys.com/"
"OemJoshSysEcgPix8","0x0bc3","Joshua 1 Systems Inc","ECG-PIX8","8","0","n","n","http:\\www.j1sys.com/"
"OemJoshSysEcgDr4","0x0bc2","Joshua 1 Systems Inc","ECG-DR4","4","4","y","n","http:\\www.j1sys.com/"
"OemJoshSysEcgDr2","0x0bc1","Joshua 1 Systems Inc","ECG-DR2","2","2","y","n","http:\\www.j1sys.com/"
"OemJoshSysEcgM32mx","0x0bc0","Joshua 1 Systems Inc","ECG-M32MX","4","4","y","n","http:\\www.j1sys.com/"
"OemMedienMg4","0x0bb0","medien technik cords","MGate4","4","4","y","y",""
"OemBeijXinNd1","0x0ba0","Starlighting","Net-DMX Notes","3","3","y","n",""
"OemD4aMagLedFpc","0x0b92","DMX4ALL GmbH","MagiarLED II flex PixxControl","0","8","y","n","http:\\www.dmx4all.de/"
"OemD4aArtDmxSp","0x0b91","DMX4ALL GmbH","ArtNet-DMX STAGE-PROFI 1.1","1","1","y","n","http:\\www.dmx4all.de/"
"OemD4aArtDmxUni41","0x0b90","DMX4ALL GmbH","ArtNet-DMX-UNIVERSE 4.1","1","4","y","n","http:\\www.dmx4all.de/"
"OemAinDigiNet2","0x0b82","Company NA","DigiNet 416","0","4","y","n","http:\\www.na.lv"
"OemAinMozPsu4","0x0b81","Company NA","Mozart PSU 4","0","4","n","n","http:\\www.na.lv"
"OemAinDigiNet1","0x0b80","Company NA","Digi Network","4","4","y","y","http:\\www.na.lv"
"OemFlexVisFlexNode1","0x0b70","Flexvisual","FlexNode","4","0","n","n","http:\\flexvisual.com/wordpress/"
"OemLightWildDataB1","0x0b60","LightWild LC","LightWild DataBridge","4","4","y","n","http:\\callegenix.com/companies/lightwild/"
"OemVanIntCham1","0x0b50","Vanilla Internet Ltd.","Chameleon","4","4","n","n",""
"OemAbsFxVirtFount1","0x0b40","Mediamation Inc","Virtual Fountain","4","0","n","n","http:\\www.mediamation.com/"
"OemAbsFxShow1","0x0b30","Absolute FX Pte Ltd","Showtime","1","4","y","n","http:\\www.absolutefx.com/main.html"
"OemEuroNode8","0x0b20","EUROLITE","Node 8 Artnet/DMX","0","4","y","n",""
"OemLscIn4","0x0b13","LSC","OemLscIn4","4","0","y","n","http:\\www.lsclighting.com/"
"OemLscOut4","0x0b12","LSC","OemLscOut4","0","4","y","n","http:\\www.lsclighting.com/"
"OemLscIn1","0x0b11","LSC","OemLscIn1","1","0","y","n","http:\\www.lsclighting.com/"
"OemLscOut1","0x0b10","LSC","OemLscOut1","0","1","y","n","http:\\www.lsclighting.com/"
"OemStcDdr2404","0x0b00","STC Mecatronica","DDR 2404 Digital Dimmer Rack","2","0","y","y",""
"OemCityTheatPds375Trx","0x0af1","City Theatrical, Inc","PDS-375TRX","0","1","y","y","http:\\www.citytheatrical.com/home"
"OemCityTheatPds750Trx","0x0af0","City Theatrical, Inc","PDS-750TRX","0","1","y","y","http:\\www.citytheatrical.com/home"
"OemChainZoneRt1","0x0ae0","chainzone","RoundTable","0","1","n","n","http:\\www.chainzone.com/"
"OemWerpaxMd1","0x0ad0","WERPAX bvba","MULTI-DMX","2","2","y","y",""
"OemCinEgio1","0x0ac2","Cinetix Medien und Interface GmbH","Ethernet/DMX512 GenIO","0","1","y","n","http:\\www.cinetix.de/"
"OemCinEg1","0x0ac1","Cinetix Medien und Interface GmbH","Ethernet/DMX512 Generator","0","1","y","n","http:\\www.cinetix.de/"
"OemCinEcb1","0x0ac0","Cinetix Medien und Interface GmbH","Ethernet/DMX512 Control Box,","0","1","y","n","http:\\www.cinetix.de/"
"OemTlNzTlpid192","0x0ab5","Theatrelight New Zealand","TLPID II 192- Plugin Dimmer Cabinet","1","0","n","n","http:\\www.theatrelight.co.nz/"
"OemTlNzTlpid120","0x0ab4","Theatrelight New Zealand","TLPID II 120- Plugin Dimmer Cabinet","1","0","n","n","http:\\www.theatrelight.co.nz/"
"OemTlNzTlpid96","0x0ab3","Theatrelight New Zealand","TLPID II 96- Plugin Dimmer Cabinet","1","0","n","n","http:\\www.theatrelight.co.nz/"
"OemTlNzTlpid60","0x0ab2","Theatrelight New Zealand","TLPID II 60- Plugin Dimmer Cabinet","1","0","n","n","http:\\www.theatrelight.co.nz/"
"OemTlNzTlde2","0x0ab1","Theatrelight New Zealand","TLDE2- Isolated DMX to Ethernet converter","2","0","y","n","http:\\www.theatrelight.co.nz/"
"OemTlNzTled2","0x0ab0","Theatrelight New Zealand","TLED2- Ethernet to isolated DMX converter","0","2","y","n","http:\\www.theatrelight.co.nz/"
"OemRavenf","0x0aaf","Raven Systems Design, Inc.","OemRavenf","0","0","n","n","http:\\www.raven-systems.com/"
"OemRavene","0x0aae","Raven Systems Design, Inc.","OemRavene","0","0","n","n","http:\\www.raven-systems.com/"
"OemRavend","0x0aad","Raven Systems Design, Inc.","OemRavend","0","0","n","n","http:\\www.raven-systems.com/"
"OemRavenc","0x0aac","Raven Systems Design, Inc.","OemRavenc","0","0","n","n","http:\\www.raven-systems.com/"
"OemRavenb","0x0aab","Raven Systems Design, Inc.","OemRavenb","0","0","n","n","http:\\www.raven-systems.com/"
"OemRavena","0x0aaa","Raven Systems Design, Inc.","OemRavena","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven9","0x0aa9","Raven Systems Design, Inc.","OemRaven9","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven8","0x0aa8","Raven Systems Design, Inc.","OemRaven8","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven7","0x0aa7","Raven Systems Design, Inc.","OemRaven7","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven6","0x0aa6","Raven Systems Design, Inc.","OemRaven6","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven5","0x0aa5","Raven Systems Design, Inc.","OemRaven5","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven4","0x0aa4","Raven Systems Design, Inc.","OemRaven4","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven3","0x0aa3","Raven Systems Design, Inc.","OemRaven3","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven2","0x0aa2","Raven Systems Design, Inc.","OemRaven2","0","0","n","n","http:\\www.raven-systems.com/"
"OemRaven1","0x0aa1","Raven Systems Design, Inc.","OemRaven1","0","0","n","n","http:\\www.raven-systems.com/"
"OemRavenAquaDuct","0x0aa0","Raven Systems Design, Inc.","AquaDuct Fountain","0","1","y","n","http:\\www.raven-systems.com/"
"OemClayPakyMythos2","0x0a9f","Clay Paky S.p.A.","MYTHOS2","1","1","y","y","http:\\www.claypaky.it/"
"OemClayPakySharbar","0x0a9e","Clay Paky S.p.A.","SHAR-BAR","1","1","y","y","http:\\www.claypaky.it/"
"OemClayPakyShowBatten","0x0a9d","Clay Paky S.p.A.","SHOWBATTEN","1","1","y","y","http:\\www.claypaky.it/"
"OemClayPakyHepikos","0x0a9c","Clay Paky S.p.A.","HEPIKOS","1","1","y","y","http:\\www.claypaky.it/"
"OemClayPakySpherlight","0x0a9b","Clay Paky S.p.A.","SPHERLIGHT","1","1","y","y","http:\\www.claypaky.it/"
"OemClayPakySpheriscan","0x0a9a","Clay Paky S.p.A.","SPHERISCAN","1","1","y","y","http:\\www.claypaky.it/"
"OemClayPakySceniusSpot","0x0a99","Clay Paky S.p.A.","SCENIUS SPOT","2","2","Y","Y","http:\\www.claypaky.it/"
"OemClayPakySceniusProfile","0x0a98","Clay Paky S.p.A.","SCENIUS PROFILE","2","2","Y","Y","http:\\www.claypaky.it/"
"OemClayPakySuperSharpyPc","0x0a97","Clay Paky S.p.A.","Sharpy Wash PC","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyMythos","0x0a96","Clay Paky S.p.A.","Mythos","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakySuperSharpy","0x0a95","Clay Paky S.p.A.","SuperSharpy","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyAledaK10BEye","0x0a94","Clay Paky S.p.A.","Aleda K10 B-Eye","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyAledaK20BEye","0x0a93","Clay Paky S.p.A.","Aleda K20 B-Eye","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyAledaK10BEyeEasy     ","0x0a92","Clay Paky S.p.A.","Aleda K10 B-Eye Easy     ","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakySharpyWash","0x0a91","Clay Paky S.p.A.","Sharpy Wash","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyAledaK20","0x0a90","Clay Paky S.p.A.","Aleda K20","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyAledaK10","0x0a8f","Clay Paky S.p.A.","Aleda K10","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyAledaK5","0x0a8e","Clay Paky S.p.A.","Aleda K5 ","2","2","y","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaProfile800","0x0a8d","Clay Paky S.p.A.","Alpha Profile 800","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaProfile1500Q","0x0a8c","Clay Paky S.p.A.","Alpha Profile 1500Q","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaSpotQwo800","0x0a8b","Clay Paky S.p.A.","Alpha Spot QWO800","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyShotLightWash","0x0a8a","Clay Paky S.p.A.","Shot Light Wash","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakySharpy","0x0a89","Clay Paky S.p.A.","Sharpy","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaWash1500","0x0a88","Clay Paky S.p.A.","Alpha Wash 1500","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaProfile1500","0x0a87","Clay Paky S.p.A.","Alpha Profile 1500","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaSpotHPE1500","0x0a86","Clay Paky S.p.A.","Alpha Spot HPE 1500","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaWashLT1500","0x0a85","Clay Paky S.p.A.","Alpha Wash LT1500","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaBeam1500","0x0a84","Clay Paky S.p.A.","Alpha Beam 1500","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaProfile700","0x0a83","Clay Paky S.p.A.","Alpha Profile 700","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaWash700","0x0a82","Clay Paky S.p.A.","Alpha Wash 700","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaBeam700","0x0a81","Clay Paky S.p.A.","Alpha Beam 700","1","0","n","y","http:\\www.claypaky.it/"
"OemClayPakyAlphaSpotHPE700","0x0a80","Clay Paky S.p.A.","Alpha Spot HPE 700","1","0","n","y","http:\\www.claypaky.it/"
"OemGodEtherLynxII","0x0a6e","Goddard Design Company","OemGodEtherLynxII","2","4","y","y","http:\\www.goddarddesign.com"
"OemGodArtLynxIp","0x0a6d","Goddard Design Company","OemGodArtLynxIp","2","0","y","n","http:\\www.goddarddesign.com"
"OemGodArtLynxOp","0x0a6c","Goddard Design Company","OemGodArtLynxOp","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodArtBoot","0x0a6b","Goddard Design Company","OemGodArtBoot","0","0","y","y","http:\\www.goddarddesign.com"
"OemGodNetLynxIp4","0x0a6a","Goddard Design Company","OemGodNetLynxIp4","2","0","y","n","http:\\www.goddarddesign.com"
"OemGodUpLynx4","0x0a69","Goddard Design Company","OemGodUpLynx4","2","0","y","n","http:\\www.goddarddesign.com"
"OemGodRailLynxIp","0x0a68","Goddard Design Company","OemGodRailLynxIp","2","0","y","n","http:\\www.goddarddesign.com"
"OemGodCataLynxNt","0x0a67","Goddard Design Company","OemGodCataLynxNt","0","4","y","y","http:\\www.goddarddesign.com"
"OemGodDataLynxIp","0x0a66","Goddard Design Company","OemGodDataLynxIp","4","0","y","n","http:\\www.goddarddesign.com"
"OemGodAL5002","0x0a65","Goddard Design Company","OemGodAL5002","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodNetLynxOp4","0x0a64","Goddard Design Company","OemGodNetLynxOp4","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodDownLynx4","0x0a63","Goddard Design Company","OemGodDownLynx4","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodRailLynxOp","0x0a62","Goddard Design Company","OemGodRailLynxOp","0","2","y","y","http:\\www.goddarddesign.com"
"OemGodDataLynxOp","0x0a61","Goddard Design Company","OemGodDataLynxOp","0","4","y","y","http:\\www.goddarddesign.com"
"OemGodAL5001","0x0a60","Goddard Design Company","OemGodAL5001","0","2","y","y","http:\\www.goddarddesign.com"
"OemSynthPixNode","0x0a51","Synthe FX","Pixelnode","1","0","n","n","http:\\synthe-fx.com/"
"OemSynthLumin","0x0a50","Synthe FX","Luminair","1","1","n","n","http:\\synthe-fx.com/"
"OemSeaD2000","0x0a40","Shanghai SeaChip Electronics Co.,Ltd.","SC-DMX-2000","2","2","y","y","http:\\www.seachip.com"
"OemTotLiMxD","0x0a31","Total Light","ArtMx Dual","2","2","y","n",""
"OemTotLiMxS","0x0a30","Total Light","ArtMx Single","1","1","y","n",""
"OemLbLcp","0x0a22","CDS","LanBox-LCP","2","1","y","n","http:\\www.lanbox.com/"
"OemLbLce","0x0a21","CDS","LanBox-LCE","2","1","y","n","http:\\www.lanbox.com/"
"OemLbLcx","0x0a20","CDS","LanBox-LCX","4","1","y","n","http:\\www.lanbox.com/"
"OemVyvPhot1","0x0a10","VYV Corporation","Photon","1","0","n","n","http:\\www.vyv.ca/"
"OemSrsNdp12","0x0a00","SRS Light Design","NDP12 - Network Dimmer Pack","2","2","y","y","http:\\www.srslight.com/"
"OemLumrSnova","0x09f5","LumenRadio AB","SuperNova","0","0","n","y","http:\\www.lumenradio.com/"
"OemLumrCoutF1ex","0x09f4","LumenRadio AB","CRMX Outdoor F1ex","1","1","y","y","http:\\www.lumenradio.com/"
"OemLumrCnovFx2","0x09f3","LumenRadio AB","CRMX Nova FX2","2","2","y","y","http:\\www.lumenradio.com/"
"OemLumrCnovFx","0x09f2","LumenRadio AB","CRMX Nova FX","1","1","y","y","http:\\www.lumenradio.com/"
"OemLumrCnov2r","0x09f1","LumenRadio AB","CRMX Nova TX2 RDM","2","2","y","y","http:\\www.lumenradio.com/"
"OemLumrCnov2","0x09f0","LumenRadio AB","CRMX Nova TX2","2","2","y","n","http:\\www.lumenradio.com/"
"OemMuelNl1","0x09e0","Mueller Elektronik","NetLase","2","3","n","n",""
"OemOarwSm1","0x09d0","Oarw","Screen Monkey","0","1","n","n",""
"OemSandB1","0x09c0","SAND Network Systems","SandPort/SandBox","2","2","y","n","http:\\www.sandsys.com/"
"OemE4Nd1","0x09b3","Engineering Solutions Inc.","E4 RGB Node Driver","0","1","n","n","http:\\www.enginsol.com/"
"OemE8Nd1","0x09b2","Engineering Solutions Inc.","E8 RGB Node Driver","0","2","n","n","http:\\www.enginsol.com/"
"OemE16Nd1","0x09b1","Engineering Solutions Inc.","E16 RGB Node Driver","0","4","n","n","http:\\www.enginsol.com/"
"OemEsiTr1","0x09b0","Engineering Solutions Inc.","Tripix controller","0","2","n","n","http:\\www.enginsol.com/"
"OemHplD1","0x09a0","HPL LIGHT COMPANY","DIMMER POWER LIGHT","1","0","y","n",""
"OemMovArtMnet","0x0990","Moving Art","M-NET","1","1","y","n",""
"OemPrismRev","0x0980","Prism Projection","RevEAL","1","1","y","y","http:\\www.prismprojection.com/"
"OemFresEdmx1","0x0972","Fresnel S.A. / Strong","Ethernet-DMX","1","2","y","n","http:\\www.strong.es/"
"OemFresNoc1","0x0971","Fresnel S.A. / Strong","Nocturne Stage Control","0","0","n","n","http:\\www.strong.es/"
"OemFres123Tr","0x0970","Fresnel / Strong","Power 12-3 TR-Net","0","0","n","n","http:\\www.strong.es/"
"OemJpk16","0x096f","JPK Systems Limited","OemJpk16","1","1","y","y",""
"OemJpk15","0x096e","JPK Systems Limited","OemJpk15","1","1","y","y",""
"OemJpk14","0x096d","JPK Systems Limited","OemJpk14","1","1","y","y",""
"OemJpk13","0x096c","JPK Systems Limited","OemJpk13","1","1","y","y",""
"OemJpk12","0x096b","JPK Systems Limited","OemJpk12","1","1","y","y",""
"OemJpk11","0x096a","JPK Systems Limited","OemJpk11","1","1","y","y",""
"OemJpk10","0x0969","JPK Systems Limited","OemJpk10","1","1","y","y",""
"OemJpk9","0x0968","JPK Systems Limited","OemJpk9","1","1","y","y",""
"OemJpk8","0x0967","JPK Systems Limited","OemJpk8","1","1","y","y",""
"OemJpk7","0x0966","JPK Systems Limited","OemJpk7","1","1","y","y",""
"OemJpk6","0x0965","JPK Systems Limited","OemJpk6","1","1","y","y",""
"OemJpk5","0x0964","JPK Systems Limited","OemJpk5","1","1","y","y",""
"OemJpk4","0x0963","JPK Systems Limited","OemJpk4","1","1","y","y",""
"OemJpk3","0x0962","JPK Systems Limited","OemJpk3","1","1","y","y",""
"OemJpk2","0x0961","JPK Systems Limited","OemJpk2","1","1","y","y",""
"OemJpk1","0x0960","JPK Systems Limited","OemJpk1","1","1","y","y",""
"OemLssDisco","0x0950","LSS Lighting","Discovery","4","4","n","n","http:\\www.lss-lighting.de/"
"OemLtlLasNet","0x0940","Laser Technology Ltd.","LasNet","2","2","y","n","http:\\lasertechnologyltd.co.uk/"
"OemEquipWorkLm4","0x0930","EQUIPSON S.A.","WORK LM-4","0","1","y","n","http:\\www.equipson.es/"
"OemZero88G8","0x0928","Zero 88","G8","0","8","y","y","http:\\zero88.com/"
"OemZero88G4","0x0927","Zero 88","G4","0","4","y","y","http:\\zero88.com/"
"OemCooperEn8Rdm","0x0926","Zero 88","EtherN.8 RDM","0","2","y","y","http:\\zero88.com/"
"OemCooperEn2Rdm","0x0925","Zero 88","EtherN.2 RDM","0","2","y","y","http:\\zero88.com/"
"OemCooperSolnXl","0x0924","Zero 88","Solution XL","1","4","y","n","http:\\zero88.com/"
"OemCooperSoln","0x0923","Zero 88","Solution","1","4","y","n","http:\\zero88.com/"
"OemCooperZeroW1","0x0922","Zero 88","Zero-Wire CRMX TX RDM","0","1","y","n","http:\\zero88.com/"
"OemCooperOrbXf","0x0921","Zero 88","ORBxf","1","4","y","n","http:\\zero88.com/"
"OemCooperOrb","0x0920","Zero 88","ORB,","1","4","y","n","http:\\zero88.com/"
"OemTecArt2chn","0x0912","TecArt Lighting","2CH Node","2","2","y","y","http:\\www.tecart.com.au/"
"OemTecArtMerge","0x0911","TecArt Lighting","Ethernet Merger","0","1","y","y","http:\\www.tecart.com.au/"
"OemTecArt1chn","0x0910","TecArt Lighting","1CH Node","1","1","y","y","http:\\www.tecart.com.au/"
"OemQqpWrkLm3e","0x0901","EQUIPSON S.A.","WORK LM-3E","1","0","y","n","http:\\www.equipson.es/"
"OemQqpWrkLm3r","0x0900","EQUIPSON S.A.","WORK LM-3R","0","1","y","n","http:\\www.equipson.es/"
"OemJscAg4p","0x08f2","JSC","ArtGate Pro 4P","4","4","y","n",""
"OemJscAg2p","0x08f1","JSC","ArtGate Pro 2P","2","2","y","n",""
"OemJscAg1p","0x08f0","JSC","ArtGate Pro 1P","1","1","y","n",""
"OemElecSpVp40","0x08e0","Electric Spark","VPIX40","1","3","y","y",""
"OemFishNavAut","0x08d0","Fisher Technical Services Inc","Navigator Automation System","4","4","y","y","https://fishertechnical.wordpress.com/"
"OemChamSysMq","0x08c0","ChamSys","MagicQ","0","0","n","n","http:\\www.chamsys.co.uk"
"OemDmxCtrl2Avr","0x08b1","DMXControl","AvrArtNode","1","1","y","n","http:\\www.dmxcontrol.org/"
"OemDmxCtrl1","0x08b0","DMXControl","DMXControl","1","1","y","n","http:\\www.dmxcontrol.org/"
"OemCoemInfAclM","0x08a8","COEMAR","Infinity ACL M","1","1","y","n","http:\\www.coemar.com/"
"OemCoemInfWashM","0x08a7","COEMAR","Infinity Wash M","1","1","y","n","http:\\www.coemar.com/"
"OemCoemInfSpotM","0x08a6","COEMAR","Infinity Spot M","1","1","y","n","http:\\www.coemar.com/"
"OemCoemDR1p","0x08a5","COEMAR","DR1+","2","2","y","n","http:\\www.coemar.com/"
"OemCoemInfWshXL","0x08a4","COEMAR","Infinity Wash XL","1","1","y","n","http:\\www.coemar.com/"
"OemCoemInfSptXL","0x08a3","COEMAR","Infinity Spot XL","1","1","y","n","http:\\www.coemar.com/"
"OemCoemInfAclS","0x08a2","COEMAR","Infinity ACL S","1","1","y","n","http:\\www.coemar.com/"
"OemCoemInfWashS","0x08a1","COEMAR","Infinity Wash S","1","1","y","n","http:\\www.coemar.com/"
"OemCoemInfSpotS","0x08a0","COEMAR","Infinity Spot S","1","1","y","n","http:\\www.coemar.com/"
"OemLasAnDspOp","0x0892","LaserAnimation Sollinger GmbH","Lasergraph DSP","0","1","y","n","http:\\www.laseranimation.com/en/"
"OemLasAnDspIp","0x0891","LaserAnimation Sollinger GmbH","Lasergraph DSP","1","0","y","n","http:\\www.laseranimation.com/en/"
"OemPhoenixShGa","0x0890","PHOENIXstudios Remsfeld","DIMMER ShowGate","4","4","y","n",""
"OemMartE2DMX8","0x0880","Martin","Ether2DMX8 Node","0","4","y","n","http:\\www.martinpro.com/"
"OemLuxNode1","0x0871","Lux Lumen","Lux Node","0","1","y","n",""
"OemQme700p","0x0870","Qmaxz Lighting","QME700P","1","1","y","y","http:\\www.qmaxz.com/"
"OemFutDesTrio","0x0860","Future Design ApS","FD ART-NET-Trio","1","2","y","y",""
"OemMasterDmxV","0x0853","LSS Lighting","DMX-View","1","0","y","n","http:\\www.lss-lighting.de/"
"OemMasterPortPs","0x0852","LSS Lighting","MasterPortPSU","4","4","y","n","http:\\www.lss-lighting.de/"
"OemMasterPort","0x0851","LSS Lighting","MasterPort4","4","4","y","n","http:\\www.lss-lighting.de/"
"OemMasterSwitch","0x0850","LSS Lighting","MasterSwitch","2","1","y","n","http:\\www.lss-lighting.de/"
"OemQuantDen","0x0840","Quantukm Logic","DMX Ethernet Node","2","2","y","n",""
"OemCityShowNeo","0x0831","City Theatrical","SHoW DMX Neo Transceiver","0","2","y","y","http:\\www.citytheatrical.com/home"
"OemCityShowTx","0x0830","City Theatrical","SHoW DMX Transmitter","0","1","n","y","http:\\www.citytheatrical.com/home"
"OemBarcoCLM","0x0822","Barco","CLM","0","0","y","n","http:\\www.barco.com/"
"OemBarcoFLM","0x0821","Barco","FLM","0","0","n","n","http:\\www.barco.com/"
"OemBarco1200","0x0820","Barco","Barco DML-120","1","0","n","n","http:\\www.barco.com/"
"OemDatatonWatch","0x0810","Dataton","Watchout","1","1","n","n","http:\\www.dataton.com/"
"OemElementViz","0x0800","Element Labs","Vizomo","1","1","n","n","http:\\www.elementlabs.com/"
"OemWodieMedia","0x0620","WodieLite","ArtMedia","0","4","n","n","http:\\wodielite.com/"
"OemEthDec2","0x0610","DmxDesign","EthDec2","0","2","y","n",""
"OemSpectP32","0x0600","Spectrum Manufacturing","Chroma-Q PSU32","0","2","n","y","http:\\www.spectrummfg.net/"
"OemHesDP2000","0x0502","HES","DP2000","0","4","y","n",""
"OemHesFullBoar","0x0501","HES","DP8000-12","0","4","y","n",""
